X,Y,QUERY_FIELD,IN_DASHBOARD,OBJECTID,LOCATION,LOCATION_NUMBER,LOCATION_NAME,POD_LATITUDE,POD_LONGITUDE,POD_ALTITUDE,READING_DATESTAMP_UTC,TEMPERATURE_C,PRESSURE_MBAR,HUMIDITY_RH,NOISE_LEVEL_DB,PEAK_NOISE_DB,CO_SCALED_PPB,NO_SCALED_PPB,SO2_SCALED_PPB,NO2_SCALED_PPB,O3_SCALED_PPB,CO2_SCALED_PPM,PM10_SCALED_UGM3,PM4_SCALED_UGM3,PM2_5_SCALED_UGM3,PM1_SCALED_UGM3,PM_TOTAL_SCALED_UGM3,AQHI,PM_TPC_SCALED_COUNTM3,NOX_PPB,GlobalID
-80.46121771,43.4535745,READING,N,101,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 17:15:00+00,23.3,973.4,45.9,67.6,86.4,148.34,0.58,1.59,8.75,39.88,455.0,15.72,7.73,7.36,6.42,15.77,3.0,1.37,9.33,b8d08b61-ff2b-496d-8c9d-d0f34544fe95
-80.46121771,43.4535745,READING,N,102,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 17:30:00+00,23.7,973.8,45.5,72.6,81.1,255.85,0.55,2.16,9.32,41.93,447.0,23.1,9.42,8.33,6.7,25.83,3.0,1.49,9.87,bb4a41b6-0ce9-4087-ba4b-4adf24f8a147
-80.46121771,43.4535745,READING,N,103,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 17:45:00+00,24.3,972.8,45.0,71.0,84.8,275.68,0.61,2.3,9.26,41.74,459.0,27.68,10.81,9.32,7.3,48.94,3.0,1.66,9.87,539e1f95-4d19-487e-bd74-6f1f2ce9454a
-80.46121771,43.4535745,READING,N,104,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 18:00:00+00,24.8,972.7,44.2,69.2,86.6,146.61,0.75,2.06,8.63,46.25,446.0,21.53,8.99,8.09,6.75,26.62,3.0,1.5,9.38,b56bd790-64b2-4d5d-95c4-fc645f4a0f6b
-80.50395272,43.4441815,READING,N,105,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 17:15:00+00,24.7,973.5,42.9,71.7,86.1,159.42,0.63,2.37,8.54,46.2,419.0,14.41,9.62,8.45,6.62,14.41,3.0,3.01,9.17,6ac651d0-c096-403e-a637-5cd48235dc63
-80.50395272,43.4441815,READING,N,106,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 17:30:00+00,25.1,973.3,42.4,74.5,90.6,158.95,0.71,2.38,8.57,48.99,433.0,14.05,9.22,8.38,6.61,14.05,3.0,3.01,9.28,6b8a2500-85e5-4071-bdff-8aa3df05c750
-80.50395272,43.4441815,READING,N,107,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 17:45:00+00,25.4,973.3,42.1,75.5,98.4,158.41,0.64,2.58,9.36,47.64,423.0,15.25,9.17,8.34,6.77,15.28,3.0,3.06,10.0,25383d1f-5b24-47fd-96d8-9fe1edeae639
-80.50395272,43.4441815,READING,N,108,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 18:00:00+00,25.6,973.3,41.6,73.6,88.8,153.16,0.41,2.98,10.13,47.6,418.0,16.25,9.96,8.72,6.89,27.05,3.0,3.16,10.54,5a58f9fc-41c8-4746-97b9-743517e512bd
-80.50396672,43.4401795,READING,N,109,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 17:15:00+00,25.3,973.2,41.2,72.2,92.7,270.33,1.3,1.23,11.03,48.25,418.0,16.35,9.59,7.97,5.99,16.38,3.0,6.14,12.33,ec6d487d-c529-43a4-b227-6234049b14a0
-80.50396672,43.4401795,READING,N,110,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 17:30:00+00,25.9,972.7,40.7,73.4,86.5,273.46,2.06,1.4,10.99,46.08,419.0,14.43,9.07,7.56,5.76,14.43,3.0,5.87,13.05,b11cdf9e-e5e7-43d8-a617-8e329a00c243
-80.50396672,43.4401795,READING,N,111,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 17:45:00+00,26.4,972.1,39.7,74.2,90.2,265.45,1.83,1.28,10.18,50.75,419.0,13.75,9.33,7.69,5.86,13.78,3.0,6.0,12.01,ce74db15-c369-480b-b0c5-2645f2892afb
-80.50396672,43.4401795,READING,N,112,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 18:00:00+00,26.7,971.6,39.2,74.4,94.2,258.24,4.29,1.38,10.27,55.92,411.0,16.61,9.06,7.65,5.85,17.12,3.0,5.97,14.56,3f39fdf7-45c8-48c7-8db3-3c826d0adb22
-80.49204272,43.43330349,READING,N,113,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 18:15:00+00,25.1,972.8,45.9,77.0,94.1,240.83,0.39,2.78,10.58,36.74,386.0,13.6,9.59,8.29,6.93,13.6,3.0,2.92,10.97,cff1cf27-126e-4dc8-b62c-6baca5777884
-80.49204272,43.43330349,READING,N,114,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 18:30:00+00,25.3,972.7,45.3,81.1,94.6,235.99,0.44,2.77,11.06,38.45,383.0,15.51,9.81,8.64,7.32,15.54,3.0,3.1,11.5,6ddfc68b-b755-47dd-8834-002019a0c15a
-80.49204272,43.43330349,READING,N,115,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 18:45:00+00,25.3,972.7,45.3,81.2,100.0,242.72,0.21,2.7,10.53,38.84,383.0,15.87,10.02,8.8,7.37,17.32,3.0,3.15,10.74,e3ae2dc3-1b77-48b8-9b4a-da3c5582688e
-80.49204272,43.43330349,READING,N,116,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 19:00:00+00,25.2,972.6,45.1,79.3,92.9,241.31,0.19,2.56,10.29,42.75,383.0,13.13,10.35,9.21,7.77,13.13,3.0,3.41,10.48,c62360e3-6d2c-4c24-9750-ac1fb71845f3
-80.48289672,43.4528475,READING,N,117,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 17:15:00+00,23.2,971.3,49.3,74.4,86.5,294.84,0.74,0.07,7.2,32.94,426.0,10.58,5.59,4.08,2.65,10.58,2.0,0.78,7.94,2a147d4f-b774-4b56-af74-6d091a5b534e
-80.48289672,43.4528475,READING,N,118,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 17:30:00+00,23.8,972.3,48.5,75.7,87.2,294.28,0.76,0.2,7.74,33.36,428.0,10.47,6.07,4.35,2.64,10.47,2.0,0.78,8.5,7d9f0646-1f85-4385-a1bd-431e9ef22cb1
-80.48289672,43.4528475,READING,N,119,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 17:45:00+00,24.2,971.9,47.9,75.2,85.3,292.95,0.64,0.08,7.37,33.52,431.0,13.8,6.3,4.38,2.76,13.8,2.0,0.82,8.01,e758fecd-a21c-4523-83d2-04be5c1b1e7c
-80.48289672,43.4528475,READING,N,120,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 18:00:00+00,24.7,971.5,47.5,74.8,93.7,289.41,0.42,0.32,7.96,32.84,433.0,11.19,5.89,4.3,2.74,11.19,2.0,0.81,8.38,5476a6f2-5999-42ba-9043-c63499b9282b
-80.46121771,43.4535745,READING,N,121,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 18:15:00+00,25.2,972.0,43.4,71.6,86.9,140.05,0.46,1.89,8.57,48.95,451.0,14.42,9.62,8.45,7.22,14.42,3.0,1.56,9.03,282f52c3-82de-4274-818a-a8b92cfa760e
-80.46121771,43.4535745,READING,N,122,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 18:30:00+00,25.4,972.2,43.0,77.5,93.6,138.9,0.51,2.0,9.19,49.12,455.0,17.39,10.21,8.86,7.44,31.51,3.0,1.63,9.7,c016025c-14f6-4a05-910d-5bdd3520da69
-80.46121771,43.4535745,READING,N,123,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 18:45:00+00,25.4,972.3,42.6,71.6,89.4,140.94,0.56,1.94,8.67,50.31,447.0,14.09,8.35,7.8,6.94,14.09,3.0,1.47,9.23,17c15d8d-4f42-4733-908e-11ac5cad3298
-80.46121771,43.4535745,READING,N,124,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 19:00:00+00,25.4,972.4,42.5,66.5,92.1,140.87,0.52,2.07,8.88,52.8,446.0,15.04,8.59,7.65,6.79,15.08,3.0,1.45,9.4,6d04bd7e-ca99-4579-bb6c-3b38e3280ba0
-80.50395272,43.4441815,READING,N,125,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 18:15:00+00,25.8,973.2,41.1,74.2,90.3,147.77,0.51,2.76,8.22,53.49,416.0,17.68,9.87,8.9,7.22,18.18,3.0,3.29,8.73,ead82ce1-5aff-4b7a-850b-bc3f20fde820
-80.50395272,43.4441815,READING,N,126,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 18:30:00+00,25.8,973.0,41.0,73.7,90.4,158.06,0.41,2.49,7.49,54.54,425.0,15.76,9.91,8.9,7.05,15.79,3.0,3.23,7.9,2b53f208-6385-476e-9971-63f5f094b16e
-80.50395272,43.4441815,READING,N,127,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 18:45:00+00,25.8,972.5,41.0,71.2,88.3,163.81,0.38,2.89,9.8,50.74,418.0,14.56,9.93,8.87,7.07,14.56,3.0,3.2,10.18,244829dc-af5e-4b50-8e5c-dbc3438db66f
-80.50395272,43.4441815,READING,N,128,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 19:00:00+00,26.0,972.6,40.4,75.1,84.6,164.44,0.43,2.59,9.1,52.83,429.0,17.99,9.9,8.77,6.97,18.49,4.0,3.18,9.53,70485dd0-a642-4c6d-a6cc-b986de6fad02
-80.50396672,43.4401795,READING,N,321,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 18:15:00+00,26.9,971.9,38.7,76.6,101.0,261.69,2.75,1.23,10.01,58.04,416.0,17.1,9.56,8.1,6.24,17.61,3.0,6.35,12.76,5bc67665-02a1-4f75-a6ca-e53e1487c595
-80.50396672,43.4401795,READING,N,322,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 18:30:00+00,26.9,971.7,38.4,76.9,91.9,266.81,0.56,1.18,9.67,63.26,422.0,15.0,9.47,8.28,6.48,15.03,4.0,6.62,10.23,e24b67f3-d03e-4cc4-b816-4ca4466285ba
-80.50396672,43.4401795,READING,N,323,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 18:45:00+00,26.6,971.4,38.5,74.6,92.5,280.22,1.77,0.98,9.06,59.78,415.0,13.38,9.44,8.18,6.34,13.38,4.0,6.43,10.83,6acb7963-5ff6-48f8-95f6-303b81afe682
-80.50396672,43.4401795,READING,N,324,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 19:00:00+00,26.6,971.2,38.4,76.2,91.7,276.14,0.49,1.06,9.67,64.24,416.0,14.41,9.73,8.4,6.47,14.41,4.0,6.6,10.16,930d37f1-09fc-48bb-84f6-1c01f35e0351
-80.49204272,43.43330349,READING,N,325,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 19:15:00+00,25.1,972.5,45.0,80.5,91.5,244.33,0.11,2.63,10.3,42.01,384.0,13.67,10.14,9.07,7.69,13.67,3.0,3.33,10.41,683ab4d4-9831-421a-b093-19ebb26a22dd
-80.49204272,43.43330349,READING,N,326,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 19:30:00+00,25.1,972.3,45.0,79.3,92.9,250.77,0.17,2.67,11.01,40.01,385.0,14.09,10.19,9.12,7.7,14.09,3.0,3.34,11.18,04c9540a-a1d2-4589-be46-cc62570c4281
-80.49204272,43.43330349,READING,N,327,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 19:45:00+00,25.2,972.4,44.7,81.7,96.6,254.35,0.19,2.48,10.31,46.09,385.0,12.85,10.41,9.1,7.72,12.85,3.0,3.35,10.5,d4b3ce11-e70e-4c1a-8255-7a24e080ceb1
-80.49204272,43.43330349,READING,N,328,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 20:00:00+00,25.2,972.5,44.5,77.5,92.3,252.47,0.04,2.56,10.92,44.9,385.0,15.62,10.35,9.1,7.68,26.63,3.0,3.36,10.96,d1da1ab6-dccd-45e7-9dc3-ebd76b96eb23
-80.48289672,43.4528475,READING,N,329,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 18:15:00+00,25.3,970.6,46.7,76.1,88.9,290.41,0.6,0.09,6.53,39.4,429.0,11.77,5.94,4.5,2.91,11.77,2.0,0.86,7.13,124d2bab-ed1d-469d-9a55-1c236e53febc
-80.48289672,43.4528475,READING,N,330,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 18:30:00+00,25.6,970.9,46.0,76.2,84.9,283.24,0.6,,6.07,39.57,425.0,12.17,6.44,4.72,2.98,12.17,2.0,0.89,6.67,c5b26307-3d61-4de3-b355-6ae0ec70f09c
-80.48289672,43.4528475,READING,N,331,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 18:45:00+00,25.5,970.5,45.6,75.2,87.3,284.88,0.36,0.15,7.21,37.33,424.0,11.0,5.87,4.53,2.97,11.0,2.0,0.88,7.57,4dc531f3-980c-4ee2-961c-8b3cac7f7d1e
-80.48289672,43.4528475,READING,N,332,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 19:00:00+00,25.4,970.5,45.3,76.5,88.6,293.26,0.43,0.04,6.41,41.11,427.0,11.39,6.15,4.55,2.9,11.39,3.0,0.86,6.84,326390ba-6012-4a82-850f-6833057ee66b
-80.46121771,43.4535745,READING,N,333,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 19:15:00+00,25.6,972.0,42.1,71.4,93.5,141.96,0.35,2.03,8.35,51.45,451.0,13.05,8.28,7.65,6.78,13.05,3.0,1.44,8.7,73bd69bd-eec2-487f-82a2-a77cd38b7479
-80.46121771,43.4535745,READING,N,334,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 19:30:00+00,25.8,971.5,41.6,70.6,91.9,140.04,0.5,1.99,8.64,53.27,453.0,14.12,8.71,7.87,6.88,14.12,3.0,1.48,9.14,4213b2e9-00af-4196-b148-0176594e3eb1
-80.46121771,43.4535745,READING,N,335,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 19:45:00+00,25.8,971.3,41.5,70.0,87.5,146.08,0.3,2.1,9.22,54.84,442.0,16.87,8.94,8.14,6.92,17.48,4.0,1.5,9.52,cc30e256-5d77-4ef2-9031-1e910daab953
-80.46121771,43.4535745,READING,N,336,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 20:00:00+00,25.7,971.0,41.1,71.8,91.8,141.55,0.39,2.03,8.48,55.51,450.0,20.65,9.84,8.31,6.91,25.13,4.0,1.52,8.87,aaa7ec49-4cf8-4d4b-9ee6-3c15f4d164b7
-80.50395272,43.4441815,READING,N,337,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 19:15:00+00,26.1,972.7,40.2,74.9,87.3,161.69,0.38,3.02,9.09,54.25,424.0,17.89,9.77,8.8,7.03,18.38,4.0,3.18,9.47,fae99096-9604-4161-b346-6d93d843e6a7
-80.50395272,43.4441815,READING,N,338,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 19:30:00+00,26.0,972.5,39.8,76.6,98.2,164.46,0.32,2.53,7.68,59.44,426.0,17.6,9.89,9.04,7.22,18.09,4.0,3.26,8.0,a8fb9b77-3273-4424-81e5-355383521cc6
-80.50395272,43.4441815,READING,N,339,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 19:45:00+00,25.6,971.8,40.0,75.0,91.7,170.33,0.24,2.31,7.73,63.41,409.0,18.12,10.15,9.01,7.13,18.62,4.0,3.24,7.97,ae6905cc-d296-4cb0-92bc-c7755f04b3fd
-80.50395272,43.4441815,READING,N,340,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 20:00:00+00,25.3,972.1,40.1,76.9,92.1,175.34,0.06,2.31,7.86,62.99,423.0,16.68,10.34,9.02,7.1,16.68,4.0,3.26,7.92,1cdaf8f2-cd88-4bd3-9a5d-1a42ab47cecd
-80.50396672,43.4401795,READING,N,341,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 19:15:00+00,26.6,971.2,38.2,76.2,92.4,283.86,1.16,0.95,9.51,61.66,415.0,13.39,9.5,8.21,6.33,13.39,4.0,6.44,10.67,5886aa98-2762-4078-8f3b-8e721ccf7804
-80.50396672,43.4401795,READING,N,342,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 19:30:00+00,26.8,971.2,38.1,74.7,89.7,296.42,0.59,1.36,10.42,60.95,415.0,16.2,9.99,8.4,6.35,16.24,4.0,6.47,11.01,3ef6d9e1-fbe3-4cb5-886a-55cc4b04704f
-80.50396672,43.4401795,READING,N,343,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 19:45:00+00,27.0,970.9,37.8,73.5,93.2,279.3,0.5,1.39,10.17,62.91,416.0,14.7,9.74,8.05,6.01,14.7,4.0,6.16,10.67,ad4d5a00-8aac-4538-8ead-c1e61df1b665
-80.50396672,43.4401795,READING,N,344,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 20:00:00+00,27.0,970.8,37.3,75.1,93.2,273.69,0.61,1.28,9.88,66.28,422.0,14.07,9.65,8.13,6.22,14.07,4.0,6.36,10.49,b812bab3-78fc-496c-a1fc-3dc5ec523b77
-80.49204272,43.43330349,READING,N,345,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 20:15:00+00,25.2,972.2,44.2,79.0,96.9,251.43,0.15,2.67,10.53,43.55,384.0,15.51,10.72,9.33,7.84,15.54,3.0,3.44,10.68,80e1d543-948d-4a21-9d74-94988cd3c9f0
-80.49204272,43.43330349,READING,N,346,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 20:30:00+00,25.0,972.1,44.3,75.5,90.6,254.45,0.11,2.63,10.5,45.14,385.0,15.06,10.14,9.14,7.78,16.48,3.0,3.42,10.61,fee79768-6c90-4702-b995-1885656ac54e
-80.49204272,43.43330349,READING,N,347,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 20:45:00+00,24.9,971.9,44.2,79.6,100.1,251.0,,2.65,9.92,50.24,385.0,15.83,10.78,9.56,7.96,15.86,3.0,3.59,9.92,48295577-72c2-4739-b441-67e52db35b3a
-80.49204272,43.43330349,READING,N,348,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 21:00:00+00,24.5,971.2,44.2,79.8,93.9,255.3,0.02,2.38,9.3,51.99,384.0,17.17,10.79,9.33,8.0,17.62,4.0,3.55,9.32,3621c090-1a88-47da-b742-76b5c7230ef4
-80.48289672,43.4528475,READING,N,349,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 19:15:00+00,25.4,970.2,45.3,77.0,88.4,295.9,0.54,0.13,6.82,42.46,425.0,10.94,6.23,4.63,2.95,10.94,3.0,0.87,7.36,df6e778e-b124-4a68-a6ba-cbf0c0d53501
-80.48289672,43.4528475,READING,N,350,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 19:30:00+00,25.4,970.5,45.0,76.6,86.4,291.91,0.35,,5.66,46.37,425.0,10.57,6.16,4.57,2.94,10.57,3.0,0.87,6.01,fb36c826-dd8f-45c0-8be0-3df00d47c3ce
-80.48289672,43.4528475,READING,N,351,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 19:45:00+00,25.3,970.0,44.8,77.3,86.9,297.78,0.34,0.08,6.27,45.21,422.0,9.77,5.8,4.25,2.82,9.77,3.0,0.82,6.61,6ffb9caf-fb21-4e6c-aa96-99e199df351c
-80.48289672,43.4528475,READING,N,352,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 20:00:00+00,25.2,969.8,44.9,77.3,88.1,297.27,0.37,0.17,6.36,45.22,425.0,12.23,6.99,5.16,3.12,12.23,3.0,0.93,6.73,2f07c321-bb33-4975-bec1-55d9aec4455d
-80.46121771,43.4535745,READING,N,353,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 21:15:00+00,24.7,970.8,41.2,70.0,92.5,166.74,0.27,1.55,8.18,61.6,450.0,22.25,10.74,9.96,8.61,36.98,4.0,1.88,8.45,19f8f74e-ecd7-4ba0-954c-2031e475033f
-80.46121771,43.4535745,READING,N,354,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 21:30:00+00,24.5,970.8,40.8,73.5,85.1,167.88,0.23,1.23,6.86,67.19,452.0,24.6,12.71,11.3,9.64,39.32,4.0,2.14,7.09,70b2a180-0d6f-43d8-86ab-3bed9c9ab391
-80.46121771,43.4535745,READING,N,355,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 21:45:00+00,23.8,971.1,41.5,73.0,87.4,182.84,0.06,1.27,8.43,63.76,445.0,23.16,12.37,11.62,10.05,25.85,4.0,2.18,8.49,9dbfe127-daab-47ee-9a40-9155c99da73e
-80.46121771,43.4535745,READING,N,356,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 22:00:00+00,23.3,970.8,42.0,72.8,88.1,183.05,,0.98,7.02,65.46,458.0,19.53,12.39,11.74,10.39,19.57,4.0,2.24,7.02,5772907b-3296-4579-b757-cbf4ea29044c
-80.50395272,43.4441815,READING,N,357,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 20:15:00+00,25.0,972.1,40.3,74.9,88.9,182.67,0.06,1.94,7.43,63.43,417.0,19.34,10.31,9.14,7.27,19.84,4.0,3.35,7.49,7ee02982-2865-4e53-811a-fdf0ca88c8dc
-80.50395272,43.4441815,READING,N,358,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 20:30:00+00,24.8,971.5,40.4,74.1,91.0,185.92,0.13,1.92,7.52,66.71,425.0,16.05,10.14,9.13,7.42,16.08,4.0,3.35,7.65,42dc893d-fe7b-4e6e-88ec-4c8070ea44a7
-80.50395272,43.4441815,READING,N,359,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 20:45:00+00,24.5,972.0,40.5,74.4,90.9,194.1,0.15,2.06,7.71,61.11,421.0,19.67,10.67,9.38,7.43,20.16,4.0,3.42,7.86,0e22d4f1-5ef2-435f-bb39-69cda92e278e
-80.50395272,43.4441815,READING,N,360,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 21:00:00+00,24.1,972.0,40.5,73.3,96.7,203.65,0.02,1.43,6.96,67.61,426.0,22.29,11.47,10.31,8.26,35.14,4.0,3.8,6.98,2f05fa5e-190d-43fa-8ebe-626e7328a08d
-80.50396672,43.4401795,READING,N,361,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 20:15:00+00,26.9,970.8,37.3,74.9,92.1,280.04,0.48,1.27,10.24,67.27,415.0,16.7,9.66,8.1,6.06,18.35,4.0,6.21,10.72,86cb4791-f4ed-430c-afe9-d4c0c6f32077
-80.50396672,43.4401795,READING,N,362,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 20:30:00+00,26.8,970.8,37.5,72.9,87.5,282.56,0.48,1.39,10.42,62.58,417.0,15.78,9.52,8.0,6.05,15.81,4.0,6.19,10.9,9651d93f-8a3b-41df-a8ac-a05bb1c85442
-80.50396672,43.4401795,READING,N,363,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 20:45:00+00,26.7,970.8,37.1,76.2,94.5,278.41,0.45,1.12,9.19,67.43,422.0,17.36,9.49,8.1,6.25,28.33,4.0,6.41,9.64,3c9bd822-3340-456d-a4e4-599a1ef2077f
-80.50396672,43.4401795,READING,N,364,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 21:00:00+00,26.4,970.4,37.1,73.0,87.0,290.22,0.43,1.19,9.93,65.98,425.0,19.46,10.02,8.23,6.27,19.97,5.0,6.44,10.36,5b806da4-5df6-49fa-87ee-f463adefc952
-80.50396672,43.4401795,READING,N,365,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 21:15:00+00,26.1,970.1,37.1,73.3,92.3,298.67,0.36,1.2,9.88,66.44,421.0,21.27,10.41,8.68,6.59,25.23,5.0,6.72,10.24,1baa370b-cec7-454c-937c-38f6c7953166
-80.50396672,43.4401795,READING,N,366,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 21:30:00+00,25.6,970.5,37.2,75.4,92.2,295.86,0.32,0.86,9.26,71.27,419.0,22.22,11.27,9.5,7.11,24.35,5.0,7.26,9.58,d38b2b02-f19d-4834-84bd-200da3e2a68e
-80.50396672,43.4401795,READING,N,367,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 21:45:00+00,25.1,970.4,37.8,73.3,89.7,312.13,0.14,0.79,9.64,68.08,420.0,23.76,12.58,10.47,7.69,25.88,5.0,7.83,9.78,f1eb544c-8520-4eb0-8b1a-90e5f3f231f6
-80.50396672,43.4401795,READING,N,368,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 22:00:00+00,24.6,970.7,38.2,73.3,89.1,314.23,0.24,0.43,7.95,71.33,421.0,23.7,13.47,11.25,8.19,35.15,5.0,8.31,8.19,b9f22322-dac6-4a2a-93db-0e8337ffb73d
-80.49204272,43.43330349,READING,N,369,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 21:15:00+00,24.3,970.8,44.5,77.0,95.1,262.77,,2.63,10.44,45.52,387.0,15.12,10.74,9.38,8.04,15.12,4.0,3.58,10.44,86fac62b-da5a-48e7-b136-747b2b39e87f
-80.49204272,43.43330349,READING,N,370,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 21:30:00+00,24.1,971.3,44.7,78.4,93.2,269.56,,2.45,10.27,47.41,388.0,17.77,10.67,9.41,7.92,18.21,4.0,3.54,10.27,fc3c1a2e-3ce1-4e41-bddc-58cfb3f9fc71
-80.49204272,43.43330349,READING,N,371,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 21:45:00+00,23.9,971.6,44.5,75.4,91.7,269.3,,2.19,10.04,51.22,386.0,18.12,11.12,9.86,8.24,18.56,4.0,3.69,10.04,9e5eae14-9f64-47cd-b2e2-d197663adaad
-80.49204272,43.43330349,READING,N,372,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 22:00:00+00,23.4,971.5,44.6,79.2,99.1,271.54,0.06,2.19,9.22,52.91,388.0,17.83,12.07,10.82,9.31,17.86,4.0,4.25,9.28,140332b0-c125-42af-9f1c-2b19e75b2dd5
